Date,CVX,ENPH,EOG,NEE,TSLA,XOM
2015-01-05,-0.039971399091877746,-0.023223076905008022,-0.06027741161945832,-0.01059136997720167,-0.04204102817052724,-0.027362101894613522
2015-01-06,-0.00046249615718441106,-0.067723380857874,-0.028495649689297076,0.0038840448725450116,0.005664237314159992,-0.005315923690582758
2015-01-07,-0.0008332406629597555,-0.11901082007665797,-0.0062933348791386345,0.00915347294208857,-0.0015619306272327549,0.010132455412314778
2015-01-08,0.022883245398733987,0.028947362697245405,0.038240654307247324,0.006078025790503316,-0.0015643062581811584,0.016644882858422028
2015-01-09,-0.0199259223802698,-0.01705028278517795,0.006676075457372921,-0.008829841582698283,-0.018801629106854012,-0.001409863315452009
2015-01-12,-0.02153235381435592,-0.05377275801543435,-0.033729961738462544,-0.002531705616875324,-0.021532914950603166,-0.01921832676167723
2015-01-13,-0.015867317616952592,0.01099907307400616,0.006508212250338596,0.0039486288618335585,0.010088497728839352,-0.0036528462600901035
2015-01-14,-0.0028783076734325563,-0.01994554113150737,0.03354818836545537,0.006179971883881752,-0.05659733676235856,-0.0028887779719164453
2015-01-15,-0.01183858827557649,-0.04995374106305306,-0.013790466676316449,-0.003815727277883818,-0.004255528597720826,-0.008691850358075848
2015-01-16,0.023862774657775532,0.049659128770727756,0.043683964252280605,0.011024026902934025,0.006254228739435819,0.024280282137855824
2015-01-20,0.012842512683133522,-0.016697528382206506,-0.010851461848364496,0.006560785116547008,-0.00590461088227523,-0.00032913070441220604
2015-01-21,0.01587280248344758,-0.01603774246943701,0.013544949005276585,0.008812981658318897,0.024175518017267583,0.008562900670687768
2015-01-22,0.007026983312794943,0.05560881176755439,-0.001987694643284854,-0.0030939161148474392,0.02569055090301542,0.01088485293625352
2015-01-23,-0.019004907376249713,0.07538600421903441,0.004759093226269995,-0.0006389705258501577,-0.0016366947705445112,-0.02131994567160289
2015-01-26,0.01899892662401781,0.022804011875822594,0.016961463779025188,0.002466030609287184,0.02613147671721605,0.009571902417707667
2015-01-27,-0.00569456579188643,0.0016515655103792604,0.007257258470493966,0.013394115744752355,-0.0027596300325537504,-0.008827546208686199
2015-01-28,-0.042028245588223045,-0.0032976060573491894,-0.05268847089485551,-0.011688534090301905,-0.03209052877530916,-0.032984544360342594
2015-01-29,-0.006846156005727133,0.07361450607243625,0.009194241889193933,0.015829559637880575,0.02924214605280495,-0.004207393544691351
2015-01-30,-0.004563200315461202,-0.045454485340599926,0.0013496180453311801,-0.021672816909442227,-0.007797333058199185,-0.001827153588344066
2015-02-02,0.03442876539620787,0.0629539718609895,0.039200291097464035,0.007597905749814782,0.0360511389604945,0.024708438329479554
2015-02-03,0.032717391956305075,0.037205753096400285,0.04096426969298439,0.001544520698386176,0.0351758385028933,0.02980590705549413
2015-02-04,-0.01077347489325875,-0.026354294341038975,-0.011629196480684834,-0.00725678786192252,0.0008701251992371262,-0.008563659333567508
2015-02-05,0.00886037474753687,0.021052611199678495,0.010505337312390894,0.0024668391730755523,0.011164535201252157,0.00983995524151049
2015-02-06,0.0027445353830519714,0.020618537153480165,-0.004158535592891588,-0.035639343894970144,-0.016426056915829212,-0.0018540028680575915
2015-02-09,0.007481026499338794,0.044011589138653884,0.001670425695018185,-0.012098084292364919,0.0005520394593698796,0.0006555381700430463
2015-02-10,-0.0022640457634803823,-0.0006911008083823056,-0.007191541655143796,0.03166882455880171,-0.005471765552931385,-0.006006798177997097
2015-02-11,-0.0018148358864282788,0.022821571427073417,-0.021625012799244114,-0.025689072306973704,-0.016135698387415576,-0.004504917801920194
